Title,Rent,Address,URL
The Flats @ 1885,$1197,Atlanta,https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7099844027.html
HARDWOOD FLOOR!! ONLY ONE LEFT!! CALL FOR DETAILS!!,$1197,Marietta,https://atlanta.craigslist.org/atl/apa/d/atlanta-hardwood-floor-only-one-left/7099841936.html
"Private Patio, Refrigerator, Sports Courts, Microwave, Cable",$1353,Dallas,https://atlanta.craigslist.org/nat/apa/d/buford-private-patio-refrigerator/7099841720.html
The Flats @ 1885,$1353,Duluth,https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7099837680.html
The Flats @ 1885,$1141,Duluth,https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7099836214.html
The Flats @ 1885,$1141,Decatur,https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7099833474.html
2 Bedroom 2 Bath Townhomes,$1141,"Alpharetta, GA",https://atlanta.craigslist.org/atl/apa/d/austell-2-bedroom-2-bath-townhomes/7099831861.html
Available Now! Spacious Three Bedrooms,$1141,Cartersville,https://atlanta.craigslist.org/atl/apa/d/austell-available-now-spacious-three/7099825849.html
Beauty in the Country on 1+ Acre,$1230,3025 Silverwood Drive Augusta GA,https://atlanta.craigslist.org/nat/apa/d/clermont-beauty-in-the-country-on-1-acre/7092861705.html
Spacious 3 Bedroom 2 Bath Townhomes,$1230,Newnan,https://atlanta.craigslist.org/nat/apa/d/austell-spacious-3-bedroom-2-bath/7099821171.html
"Washer/Dryer Hookup, Air Conditioner, Patio",$1290,Atlanta,https://atlanta.craigslist.org/wat/apa/d/smyrna-washer-dryer-hookup-air/7098842740.html
*Limited May Availability* Gorgeous 3 Bedroom!,$1290,"Stone Mountain, GA",https://atlanta.craigslist.org/sat/apa/d/mcdonough-limited-may-availability/7099809028.html
"Private Balcony and Patio, Full Size Washer and Dryer, Cozy Fireplace",$1555,Lake City,https://atlanta.craigslist.org/sat/apa/d/rex-private-balcony-and-patio-full-size/7099808561.html
Proper Design. Smartly Priced. Ready for Move-In! - (#8306),$1555,Decatur,https://atlanta.craigslist.org/nat/apa/d/acworth-proper-design-smartly-priced/7099787117.html
"Fitness Center, Storage Space, Pool, Maintenance on site, Playground",$1245,"",https://atlanta.craigslist.org/nat/apa/d/kennesaw-fitness-center-storage-space/7099802669.html
"Individual Climate Control, Washer/Dryer Hookup, Range",$1245,"",https://atlanta.craigslist.org/wat/apa/d/smyrna-individual-climate-control/7098820507.html
"BRING YOUR PETS!, Central heating and AC, SS Apliances",$1250,"",https://atlanta.craigslist.org/eat/apa/d/lawrenceville-bring-your-pets-central/7083965075.html
First Month Free!! 3 Bed 2 Bath!!!,$1250,"",https://atlanta.craigslist.org/nat/apa/d/marietta-first-month-free-3-bed-2-bath/7099792401.html
TEN68 West Immediate Move-In Newly Renovated,$1440,"",https://atlanta.craigslist.org/wat/apa/d/dallas-ten68-west-immediate-move-in/7099798373.html
"Package Receiving, Short Term Lease, Wheelchair Accessible",$1520,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-package-receiving-short-term/7098786075.html
"Accepts Credit Card Payments, Range, Pool",$1520,"",https://atlanta.craigslist.org/wat/apa/d/smyrna-accepts-credit-card-payments/7099775188.html
"Heat, Disposal, Package Receiving",$1180,"",https://atlanta.craigslist.org/wat/apa/d/smyrna-heat-disposal-package-receiving/7099772050.html
"Plush Carpet, Bark Park, Plank Flooring in Kitchen",$1180,"",https://atlanta.craigslist.org/wat/apa/d/duluth-plush-carpet-bark-park-plank/7099767132.html
"Online Rent Pay, Business Center, Ceiling Fans",$640,"",https://atlanta.craigslist.org/wat/apa/d/duluth-online-rent-pay-business-center/7099766660.html
"TV Lounge, Package Receiving, Washer/Dryer",$640,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-tv-lounge-package-receiving/7099765751.html
"Bay Windows with Scenic Views, Car Care Center, Extra Storage",$1150,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-bay-windows-with-scenic-views/7099761580.html
Great Apartment for Work from Home Space,$1150,"",https://atlanta.craigslist.org/atl/apa/d/scottdale-great-apartment-for-work-from/7099753013.html
"Wheelchair Accessible, Freeway Access, Clubhouse",$975,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-wheelchair-accessible-freeway/7097781567.html
Love Coming Home At Veranda Knolls - Scenic View - 24HR Fitness!,$975,"",https://atlanta.craigslist.org/nat/apa/d/peachtree-corners-love-coming-home-at/7099750465.html
"Leasing Now, Green Spaces, Large Walk In Closets",$1380,"",https://atlanta.craigslist.org/nat/apa/d/cartersville-leasing-now-green-spaces/7099745109.html
THIS PROPERTY IS AVAILABLE FOR RENT,$1380,"",https://atlanta.craigslist.org/atl/apa/d/augusta-this-property-is-available-for/7099709673.html
3 BR 2 Bath on the 2nd floor Coming SOON!,$1275,"",https://atlanta.craigslist.org/sat/apa/d/newnan-3-br-2-bath-on-the-2nd-floor/7099728829.html
"Wheelchair Accessible, Laundry Facility, Tennis Courts",$1275,"",https://atlanta.craigslist.org/wat/apa/d/smyrna-wheelchair-accessible-laundry/7097702334.html
"Granite Countertops, Eat-in Kitchen, Picnic Area with Grill",$1335,"",https://atlanta.craigslist.org/wat/apa/d/atlanta-granite-countertops-eat-in/7098735207.html
Don't get left out in left field. Run home to Willow Lake Apartments,$1335,"",https://atlanta.craigslist.org/eat/apa/d/pine-lake-dont-get-left-out-in-left/7099705894.html
The Flats @ 1885,$1250,"",https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7099713955.html
3 bd/2 bath furnished Decatur home GREAT school district,$1250,"",https://atlanta.craigslist.org/atl/apa/d/decatur-3-bd-2-bath-furnished-decatur/7099696898.html
The Flats @ 1885,$1151,Lake City,https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7099713955.html
3 bd/2 bath furnished Decatur home GREAT school district,$1151,Decatur,https://atlanta.craigslist.org/atl/apa/d/decatur-3-bd-2-bath-furnished-decatur/7099696898.html
"Professionally Managed, Lake Views, Gourmet Kitchen",$1800,Douglasville,https://atlanta.craigslist.org/wat/apa/d/douglasville-professionally-managed/7099686876.html
House for rent,$1800,Riverdale ga,https://atlanta.craigslist.org/sat/apa/d/riverdale-house-for-rent/7099691411.html
YOU HAVEN'T SEE ANYTHING YET!,$1379,MCDONOUGH,https://atlanta.craigslist.org/sat/apa/d/mcdonough-you-havent-see-anything-yet/7099687219.html
COME WHERE THERE IS PEACE!,$1379,MCDONOUGH,https://atlanta.craigslist.org/sat/apa/d/mcdonough-come-where-there-is-peace/7099683979.html
Purrrrrrrfect! Cats and dogs welcome at IMT Stoneleigh at Deerfield,$1200,Alpharetta,https://atlanta.craigslist.org/nat/apa/d/alpharetta-purrrrrrrfect-cats-and-dogs/7099683462.html
The Eddy at Riverview Landing - Brand New 3 bedroom,$1210,"Smyrna, GA",https://atlanta.craigslist.org/wat/apa/d/mableton-the-eddy-at-riverview-landing/7099680769.html
Best Kept Secret In MCDONOUGH!,$1210,MCDONOUGH,https://atlanta.craigslist.org/sat/apa/d/mcdonough-best-kept-secret-in-mcdonough/7099680607.html
"Washer/Dryer, Public Transportation, Additional Storage",$1210,MCDONOUGH,https://atlanta.craigslist.org/atl/apa/d/atlanta-washer-dryer-public/7093250446.html
COME HOME TO MEADOWLARK APARTMENTS!,$1210,Lake City,https://atlanta.craigslist.org/sat/apa/d/mcdonough-come-home-to-meadowlark/7099677606.html
The Flats @ 1885,$1570,Atlanta - Beltline - Capitol View - Close To GA Tech/GSU/Gra,https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7099676087.html
"Large Bathroom with Oversized Garden Tub, Pet-Friendly, Extra Storage",$1570,Lithonia,https://atlanta.craigslist.org/sat/apa/d/mcdonough-large-bathroom-with-oversized/7099670676.html
"Extra Storage, Outdoor Grill and Picnic Area, 9-ft Vaulted Ceilings",$2281,Stockbridge,https://atlanta.craigslist.org/sat/apa/d/mcdonough-extra-storage-outdoor-grill/7099670563.html
Great 3/2 House - Fenced Yard - Walk To Beltline - Island - Hardwoods,$2281,Lake City,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-3-2-house-fenced-yard/7084911748.html
"Professionally Managed, On Site Laundry Facility, Disposal",$1210,JONESBORO,https://atlanta.craigslist.org/eat/apa/d/redan-professionally-managed-on-site/7099648127.html
"En Suites, BBQ / Picnic Area, Pet Park",$1210,Lawrenceville,https://atlanta.craigslist.org/wat/apa/d/stockbridge-en-suites-bbq-picnic-area/7099650235.html
The Flats @ 1885,$2000,JONESBORO,https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7099651832.html
COMMUTER'S DREAM!! NEED SOMEWHERE ON BUS LINE. CHECK US OUT!,$2000,Atlanta,https://atlanta.craigslist.org/sat/apa/d/riverdale-commuters-dream-need/7099650237.html
Super Spacious Floor plans! Ask about our daily special!!,$1210,"Norcross, GA",https://atlanta.craigslist.org/nat/apa/d/lawrenceville-super-spacious-floor/7099643908.html
Welcome to Comfort and Convenience!!!,$1210,riverdale,https://atlanta.craigslist.org/sat/apa/d/stockbridge-welcome-to-comfort-and/7096495501.html
Available home for rent single and for family,$1151,Riverdale,https://atlanta.craigslist.org/atl/apa/d/stockbridge-available-home-for-rent/7099637519.html
"Package Receiving, Fireplace, Patio",$1151,Atlanta,https://atlanta.craigslist.org/atl/apa/d/atlanta-package-receiving-fireplace/7098655638.html
"24-hr Emergency Maintenance, Near Public Transportation,&Spacious Room",$1595,Chamblee Tucker,https://atlanta.craigslist.org/sat/apa/d/riverdale-24-hr-emergency-maintenance/7099632614.html
Newly Renovated Home,$1595,Woodstock,https://atlanta.craigslist.org/atl/apa/d/atlanta-newly-renovated-home/7099591405.html
One Month's FREE rent! call today! $99. Look & Lease today!,$1595,Woodstock,https://atlanta.craigslist.org/nat/apa/d/peachtree-corners-one-months-free-rent/7099620888.html
"Covered Parking, Controlled Access, Heat",$1595,WOOD CREEK,https://atlanta.craigslist.org/atl/apa/d/atlanta-covered-parking-controlled/7088597698.html
LIVE GREAT FOR LESS IT'S THE BEST,$1295,Stockbridge,https://atlanta.craigslist.org/sat/apa/d/riverdale-live-great-for-less-its-the/7084041523.html
WELCOME TO YOUR NEW HOME,$1295,"100 Peaks Ridge Acworth, GA",https://atlanta.craigslist.org/sat/apa/d/riverdale-welcome-to-your-new-home/7084027600.html
"Theater Room, Leasing Now, Come Visit Today",$1462,Chamblee Tucker,https://atlanta.craigslist.org/atl/apa/d/theater-room-leasing-now-come-visit/7099612698.html
"Lease Today, Clubhouse, Move In Now",$1462,Austell,https://atlanta.craigslist.org/wat/apa/d/atlanta-lease-today-clubhouse-move-in/7099611397.html
3 Bedroom 2 Bathroom Apartments!!,$1281,riverdale,https://atlanta.craigslist.org/nat/apa/d/woodstock-3-bedroom-2-bathroom/7099610146.html
More room than you can handle !!,$1281,"100 Woods Walk Villa Rica, GA",https://atlanta.craigslist.org/nat/apa/d/woodstock-more-room-than-you-can-handle/7099609315.html
"Wheelchair Accessible, Heat, Cyber Cafe",$1151,riverdale,https://atlanta.craigslist.org/wat/apa/d/smyrna-wheelchair-accessible-heat-cyber/7096422668.html
Extra exterior storage space in ea. apt,$1151,Lake City,https://atlanta.craigslist.org/nat/apa/d/roswell-extra-exterior-storage-space-in/7099595451.html
"Individual Garages, Lake Views, King-sized Bedrooms",$1040,atlanta,https://atlanta.craigslist.org/wat/apa/d/stockbridge-individual-garages-lake/7094992985.html
"Storage closet on patio, Pool, Tennis Court",$1040,"1500 Harbor Landing Roswell, GA",https://atlanta.craigslist.org/eat/apa/d/redan-storage-closet-on-patio-pool/7094682318.html
"Street Parking, Basketball Court(s), Night Patrol",$1730,Chamblee Tucker,https://atlanta.craigslist.org/atl/apa/d/atlanta-street-parking-basketball/7095256659.html
SPECIALS AVAILABLE !! APPLY NOW !!,$1730,Jonesboro,https://atlanta.craigslist.org/nat/apa/d/woodstock-specials-available-apply-now/7099598593.html
"Incredible Amenities, Come Look and Lease, Call for Details",$1285,Marietta,https://atlanta.craigslist.org/wat/apa/d/atlanta-incredible-amenities-come-look/7099596450.html
Available Now! Spacious Three Bedrooms,$1285,atlanta,https://atlanta.craigslist.org/atl/apa/d/austell-available-now-spacious-three/7099595216.html
LIVE GREAT FOR LESS IT'S THE BEST,$1000,Duluth,https://atlanta.craigslist.org/sat/apa/d/riverdale-live-great-for-less-its-the/7083930554.html
HUGE Savings for a HUGE 3 Bedroom Home of your DREAMS! Call NOW!,$1000,Stockbridge,https://atlanta.craigslist.org/wat/apa/d/villa-rica-huge-savings-for-huge-3/7099591844.html
LEASE YOUR BEAUTIFUL NEW HOME TODAY AT BROOKS CROSSINGS,$1940,Druid Hills - NE Atlanta,https://atlanta.craigslist.org/sat/apa/d/riverdale-lease-your-beautiful-new-home/7084039674.html
The Flats @ 1885,$1940,Stockbridge,https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7099590446.html
Upgraded house! in top location!,$1040,Stockbridge,https://atlanta.craigslist.org/atl/apa/d/marietta-upgraded-house-in-top-location/7083292440.html
Take $150 Off EVERY Month Today!,$1040,Atlanta,https://atlanta.craigslist.org/nat/apa/d/roswell-take-150-off-every-month-today/7099586916.html
"Air Conditioner, Clubhouse, Washer/Dryer Hookup",$1425,Altanta,https://atlanta.craigslist.org/sat/apa/d/peachtree-city-air-conditioner/7086675556.html
"Resort Style Saline Pool, BBQ Area, Lease Today",$1425,Stockbridge,https://atlanta.craigslist.org/wat/apa/d/atlanta-resort-style-saline-pool-bbq/7099583005.html
Blossom into Pinewood Manor,$1450,Marietta,https://atlanta.craigslist.org/sat/apa/d/riverdale-blossom-into-pinewood-manor/7099580720.html
"Disability Access, Range, Short Term Lease",$1450,"3986 Kirksford Drive, Decatur, GA,",https://atlanta.craigslist.org/wat/apa/d/smyrna-disability-access-range-short/7096422544.html
"Complimentary Car Care Center, Controlled Access Community, En Suites",$1940,Greenbriar Mall,https://atlanta.craigslist.org/nat/apa/d/marietta-complimentary-car-care-center/7084634218.html
Economical and Spacey Family House_!,$1940,"3705 Glenwood Rd, Decatur, GA 30032",https://atlanta.craigslist.org/atl/apa/d/marietta-economical-and-spacey-family/7082635729.html
"Package receiving, Disposal, Cyber cafe",$1162,"4766 WHITE OAK PATH, STONE MOUNTAIN GA 30088",https://atlanta.craigslist.org/wat/apa/d/atlanta-package-receiving-disposal/7093239269.html
"Large Closets, Public Transportation, Air Conditioner",$1162,"2885 DOMINION WALK LANE, SNELLVILLE GA 30078",https://atlanta.craigslist.org/wat/apa/d/peachtree-city-large-closets-public/7096269727.html
"Business Center, Large Walk-In Closets, Online Maintenance Requests",$1160,"5395 BRIDLE POINT PARKWAY, SNELLVILLE GA 30039",https://atlanta.craigslist.org/wat/apa/d/duluth-business-center-large-walk-in/7098597968.html
Stunning Peachtree Corners 3 Bedroom with Private Outdoor Space,$1160,"3705 Glenwood Rd, Decatur, GA 30032",https://atlanta.craigslist.org/nat/apa/d/peachtree-corners-stunning-peachtree/7082813543.html
"Beautifully Landscaped Grounds with Lake, Resident Clubroom, Car Wash",$1420,"4766 WHITE OAK PATH, STONE MOUNTAIN GA 30088",https://atlanta.craigslist.org/wat/apa/d/stockbridge-beautifully-landscaped/7095869884.html
"Love, Laugh & Live at St. Ives Crossing",$1420,"4856 HUNTLEA CT, DECATUR GA 30034",https://atlanta.craigslist.org/sat/apa/d/stockbridge-love-laugh-live-at-st-ives/7096900870.html
"Heat, Disposal, Refrigerator",$17041809,Stockbridge,https://atlanta.craigslist.org/wat/apa/d/atlanta-heat-disposal-refrigerator/7091014449.html
"Short term lease, Picnic areas, Heat",$17041809,"DUNWOODY, SANDY SPRINGS, PERIMETER, ROSWELL, ATLANTA",https://atlanta.craigslist.org/wat/apa/d/atlanta-short-term-lease-picnic-areas/7095456149.html
FURNISHED 3BEDROOM/2BATH Corporate Intown EMORY/CDC,$1146,Stockbridge,https://atlanta.craigslist.org/atl/apa/d/atlanta-furnished-3bedroom-2bath/7099535341.html
"Fireplace, Short Term-Lease  6 Months only, Gated Community",$1146,Stockbridge/Morrow/Jonesboro,https://atlanta.craigslist.org/wat/apa/d/stockbridge-fireplace-short-term-lease/7094294887.html
"On-site management, Pool, Picnic areas",$1146,Stockbridge,https://atlanta.craigslist.org/wat/apa/d/atlanta-on-site-management-pool-picnic/7095838612.html
"Security Alarm, Garden Tub, Playground",$1146,DECATUR,https://atlanta.craigslist.org/wat/apa/d/stockbridge-security-alarm-garden-tub/7098146148.html
"Views, Freeway access, On-site management",$1425,East Point,https://atlanta.craigslist.org/wat/apa/d/atlanta-views-freeway-access-on-site/7088624808.html
Venetian Hills Rental,$1425,"100 Woods Walk Villa Rica, GA",https://atlanta.craigslist.org/atl/apa/d/atlanta-venetian-hills-rental/7099482126.html
"Views, Cyber cafe, Range",$1520,Cartersville,https://atlanta.craigslist.org/wat/apa/d/atlanta-views-cyber-cafe-range/7098160429.html
East Point GEM! Newly Renovated!,$1520,Conway Road,https://atlanta.craigslist.org/atl/apa/d/atlanta-east-point-gem-newly-renovated/7099477586.html
"Full-Size Washer / Dryer Connections, Lake Views, Large Pool",$1281,Lake City,https://atlanta.craigslist.org/wat/apa/d/stockbridge-full-size-washer-dryer/7095204257.html
Bright 3 BD/ 2 BA Home in Cul-de-sac for Rent,$1281,Norcross,https://atlanta.craigslist.org/nat/apa/d/marietta-bright-3-bd-2-ba-home-in-cul/7099470529.html
"Air conditioner, Pool, Tennis court(s)",$1009,jonesboro,https://atlanta.craigslist.org/wat/apa/d/atlanta-air-conditioner-pool-tennis/7098200146.html
Beautiful home,$1009,jonesboro,https://atlanta.craigslist.org/atl/apa/d/decatur-beautiful-home/7099420496.html
"On-site management, Views, Public transportation",$1940,"Stockbridge, GA",https://atlanta.craigslist.org/wat/apa/d/atlanta-on-site-management-views-public/7095416474.html
"Excellent school district, Package receiving, Balcony",$1940,jonesboro,https://atlanta.craigslist.org/wat/apa/d/atlanta-excellent-school-district/7098424340.html
See what our residents are raving about! Village on the Green,$1540,jonesboro,https://atlanta.craigslist.org/atl/apa/d/atlanta-see-what-our-residents-are/7099387587.html
YOUR JOB AND RENTAL HISTORY IS REQUIRED!!!!,$1540,"Canton, GA",https://atlanta.craigslist.org/atl/apa/d/decatur-your-job-and-rental-history-is/7084077575.html
YOUR JOB AND RENTAL HISTORY IS REQUIRED!!!!,$17041809,Conyers,https://atlanta.craigslist.org/atl/apa/d/stone-mountain-your-job-and-rental/7085757084.html
YOUR JOB AND RENTAL HISTORY IS REQUIRED!!!!,$17041809,Norcross,https://atlanta.craigslist.org/atl/apa/d/snellville-your-job-and-rental-history/7085758090.html
YOUR JOB AND RENTAL HISTORY IS REQUIRED!!!!,$931,Lake City,https://atlanta.craigslist.org/atl/apa/d/snellville-your-job-and-rental-history/7085754588.html
YOUR JOB AND RENTAL HISTORY IS REQUIRED!!!!,$931,Stockbridge,https://atlanta.craigslist.org/atl/apa/d/decatur-your-job-and-rental-history-is/7085752793.html
YOUR JOB AND RENTAL HISTORY IS REQUIRED!!!!,$1200,jonesboro,https://atlanta.craigslist.org/atl/apa/d/stone-mountain-your-job-and-rental/7096291507.html
YOUR JOB AND RENTAL HISTORY IS REQUIRED!!!!,$1200,Dunwoody,https://atlanta.craigslist.org/atl/apa/d/decatur-your-job-and-rental-history-is/7096296602.html
"Large Pool, Playground, Full-Size Washer / Dryer Connections",$1644,"",https://atlanta.craigslist.org/wat/apa/d/stockbridge-large-pool-playground-full/7092226477.html
"Views, Heat, Picnic areas",$1644,"",https://atlanta.craigslist.org/wat/apa/d/atlanta-views-heat-picnic-areas/7084293886.html
"♥ Apartments available in DUNWOODY, Laundry Facility, Conference Room",$1150,"",https://atlanta.craigslist.org/nat/apa/d/atlanta-apartments-available-in/7096457207.html
"Great 3 Bed, 2 Bath floor plans at Avenue 33",$1150,"",https://atlanta.craigslist.org/sat/apa/d/rex-great-3-bed-2-bath-floor-plans-at/7099380238.html
"Great 3 Bed, 2 Bath floor plans at Avenue 33",$1151,"",https://atlanta.craigslist.org/sat/apa/d/stockbridge-great-3-bed-2-bath-floor/7086350696.html
Renew Braelinn - Spacious Units Available Now!,$1151,"",https://atlanta.craigslist.org/sat/apa/d/peachtree-city-renew-braelinn-spacious/7099370816.html
Life Just Got Better! Apply Now!,$520,"",https://atlanta.craigslist.org/eat/apa/d/porterdale-life-just-got-better-apply/7099371360.html
"King-sized Bedrooms, Resident Clubroom, Soccer Ball Court",$520,"",https://atlanta.craigslist.org/wat/apa/d/stockbridge-king-sized-bedrooms/7098347401.html
Renew Braelinn - Love where you stay!!!!,$1555,"",https://atlanta.craigslist.org/sat/apa/d/peachtree-city-renew-braelinn-love/7096412426.html
There's no place like home. NO PLACE! Click here for savings now :-),$1555,"",https://atlanta.craigslist.org/atl/apa/d/pine-lake-theres-no-place-like-home-no/7099362835.html
"Excellent school district, Washer/dryer hookup, Disposal",$1590,"",https://atlanta.craigslist.org/wat/apa/d/atlanta-excellent-school-district/7094158369.html
ONE MONTH FREE RENT HERE AT RAINBOW FOREST,$1590,"",https://atlanta.craigslist.org/atl/apa/d/decatur-one-month-free-rent-here-at/7099355502.html
"Private Balcony, Pets Allowed, Storage",$17041809,"",https://atlanta.craigslist.org/wat/apa/d/atlanta-private-balcony-pets-allowed/7099351605.html
Welcome Home To Leyland Pointe. Make This 3 BR Apt Your New Home!,$17041809,"",https://atlanta.craigslist.org/sat/apa/d/atlanta-welcome-home-to-leyland-pointe/7099323827.html
"Meet Your New Home*VIRTUALLY*Plus, $150/Mo. OFF Your Rent!!",$1040,"",https://atlanta.craigslist.org/wat/apa/d/villa-rica-meet-your-new/7099347102.html
"Call for Details, Sand Volleyball Court, Gated Community",$1040,"",https://atlanta.craigslist.org/nat/apa/d/cartersville-call-for-details-sand/7099345140.html
"On-site Maintenance, Recreational Parking, On-site Management, Garage",$1425,"",https://atlanta.craigslist.org/nat/apa/d/buford-on-site-maintenance-recreational/7099342274.html
"3/2  House in Decatur fenced-in yard near Agnes Scott, Emory, CDC",$1425,"",https://atlanta.craigslist.org/atl/apa/d/decatur-3-2-house-in-decatur-fenced-in/7099340282.html
"3 bedroom fully renovated, Stainless Steel Appliances, Walk-in Closets",$1380,"",https://atlanta.craigslist.org/sat/apa/d/rex-3-bedroom-fully-renovated-stainless/7099340172.html
The Flats @ 1885,$1380,"",https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7099338574.html
"Stylish Features, Tennis Court, BBQ Picnic Area",$610,"",https://atlanta.craigslist.org/nat/apa/d/norcross-stylish-features-tennis-court/7099325632.html
"Playground, Pet Friendly, Monitoring cameras",$610,"",https://atlanta.craigslist.org/wat/apa/d/redan-playground-pet-friendly/7085777889.html
"Come see our cozy 3bed 2bath, pool & pet friendly w hwy access!!!",$1350,"",https://atlanta.craigslist.org/sat/apa/d/jonesboro-come-see-our-cozy-3bed-2bath/7098143182.html
"Come see our cozy 3bed 2bath, pool & pet friendly w hwy access!!!",$1350,"",https://atlanta.craigslist.org/sat/apa/d/jonesboro-come-see-our-cozy-3bed-2bath/7098144896.html
"3 Bedroom, 2 Bathroom Apartments !!!",$1470,"",https://atlanta.craigslist.org/sat/apa/d/stockbridge-3-bedroom-2-bathroom/7099308675.html
"Detached garages, Washer & Dryer Connections, Newly Renovated Units",$1470,"",https://atlanta.craigslist.org/sat/apa/d/rex-detached-garages-washer-dryer/7098285325.html
"Come see our cozy 3bed 2bath, pool & pet friendly w hwy access!!!",$1410,"",https://atlanta.craigslist.org/sat/apa/d/jonesboro-come-see-our-cozy-3bed-2bath/7098153213.html
LESS THAN PERFECT CREDIT,$1410,"",https://atlanta.craigslist.org/sat/apa/d/jonesboro-less-than-perfect-credit/7098164915.html
Peace & Serenity Can Be Yours In Our 3 Bedroom Apartment Home!,$1399,"",https://atlanta.craigslist.org/nat/apa/d/canton-peace-serenity-can-be-yours-in/7099302798.html
Spacious Living... Great Price... Great Location !!,$1399,"",https://atlanta.craigslist.org/sat/apa/d/spacious-living-great-price-great/7099298741.html
"ADA Accessible, Kitchen Pantry Storage, Full-Sized Washer and Dryer",$1180,"",https://atlanta.craigslist.org/sat/apa/d/stockbridge-ada-accessible-kitchen/7099297708.html
"Gazebos, Leasing Now, Stylish Features",$1180,"",https://atlanta.craigslist.org/nat/apa/d/norcross-gazebos-leasing-now-stylish/7099297047.html
The Flats @ 1885,$1035,"",https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7099296367.html
"Beautifully Landscaped Grounds with Lake, Gated Community, Pet Park",$1035,"",https://atlanta.craigslist.org/wat/apa/d/stockbridge-beautifully-landscaped/7098273044.html
Less Than Perfect Credit? Scarlett Place Apartments,$1385,"",https://atlanta.craigslist.org/sat/apa/d/jonesboro-less-than-perfect-credit/7098221932.html
"► Welcome home to Belmont Place Apartments, Dishwasher, Ceiling Fans",$1385,"",https://atlanta.craigslist.org/nat/apa/d/marietta-welcome-home-to-belmont-place/7099285634.html
Lacota Apartments Three Bedroom Available!,$1340,"",https://atlanta.craigslist.org/nat/apa/d/atlanta-lacota-apartments-three-bedroom/7099285467.html
Less Than Perfect Credit? Scarlett Place Apartments,$1292,jonesboro,https://atlanta.craigslist.org/sat/apa/d/jonesboro-less-than-perfect-credit/7098233358.html
"Sundeck, Call for Details, Convenient Location",$1292,Stockbridge,https://atlanta.craigslist.org/sat/apa/d/rex-sundeck-call-for-details-convenient/7099279234.html
The Flats @ 1885,$1268,Lake City,https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7099275557.html
♛ Keep Calm and Lease On….Take a Virtual Tour TODAY!!!,$1268,"1500 Harbor Landing Roswell, GA",https://atlanta.craigslist.org/nat/apa/d/roswell-keep-calm-and-lease-ontake/7099255099.html
☆ ☆ BE OUR STAR AT THE LAKE HOUSE! CALL NOW FOR SPECIALS!!!,$1151,"1500 Harbor Landing Roswell, GA",https://atlanta.craigslist.org/nat/apa/d/roswell-be-our-star-at-the-lake-house/7099267194.html
COMMUTER'S DREAM!! NEED SOMEWHERE ON BUS LINE. CHECK US OUT!,$1151,JONESBORO,https://atlanta.craigslist.org/sat/apa/d/riverdale-commuters-dream-need/7099267132.html
March and April Specials!! Contact us TODAY!!,$1695,"1500 Harbor Landing Roswell, GA",https://atlanta.craigslist.org/nat/apa/d/roswell-march-and-april-specials/7099265158.html
NEW LEASING!! NEW BEGINNING!,$1695,JONESBORO,https://atlanta.craigslist.org/sat/apa/d/riverdale-new-leasing-new-beginning/7099263092.html
COMMUTER'S DREAM!! NEED SOMEWHERE ON BUS LINE. CHECK US OUT!,$1695,JONESBORO,https://atlanta.craigslist.org/sat/apa/d/riverdale-commuters-dream-need/7099257637.html
TEN68 West Immediate Move-In Newly Renovated,$1695,Dallas,https://atlanta.craigslist.org/wat/apa/d/dallas-ten68-west-immediate-move-in/7099257416.html
Renew Braelinn - Spacious Units Available Now!,$1040,"Atlanta, GA",https://atlanta.craigslist.org/sat/apa/d/peachtree-city-renew-braelinn-spacious/7095214375.html
"Cable & Internet Ready Apartments, Separate Dining Area, Ceiling Fans",$1040,DECATUR,https://atlanta.craigslist.org/wat/apa/d/atlanta-cable-internet-ready-apartments/7099249958.html
"Package Service, Storage Units, Property Manager on Site, Clubhouse",$1655,Lake City,https://atlanta.craigslist.org/nat/apa/d/kennesaw-package-service-storage-units/7099248311.html
"Clubroom, Hardwood floors, Large closets",$1655,Decatur Ga,https://atlanta.craigslist.org/wat/apa/d/atlanta-clubroom-hardwood-floors-large/7099224162.html
"Atlanta, GA, OPEN start Thursday, Feb 27 open house . Feb 27 1-3",$1040,Lawrenceville,https://atlanta.craigslist.org/atl/apa/d/atlanta-atlanta-ga-open-start-thursday/7083292777.html
